订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD201708167493311709317285744,E43A6E078A06874,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/7/27 19:24,E,已出货未退款,已提现
DD201708167493944855983116551,E43A6E078A06874,3,3,卫龙大面筋,2017/7/27 19:24,E,已出货未退款,已提现
DD201708167493425723344827346,E43A6E078A04228,25,25,100g*5瓶益力多,2017/7/27 19:27,C,已出货未退款,已提现
DD201708167493425722218710435,E43A6E078A07631,4.5,4.5,68g好丽友巧克力派2枚,2017/7/27 19:28,D,已出货未退款,已提现
DD201708167493425667669243412,E43A6E078A04172,6.5,6.5,91g徐福记凤梨酥,2017/7/27 19:38,A,已出货未退款,已提现
DD201708167493425641597461684,E43A6E078A07631,7,7,80g马赛克香蕉片,2017/7/27 19:39,D,已出货未退款,已提现
DD20170813205238107183A561443,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/7/27 19:44,A,已出货未退款,已提现
DD201706280745348188093FAA258,E43A6E078A06874,6,6,芦荟汁,2017/7/27 19:45,E,已出货未退款,已提现
DD201707131829165266B4EBF7E10,E43A6E078A07631,3,3,可口可乐（500ml）,2017/7/27 20:24,D,已出货未退款,已提现
DD201708167493829402210530776,E43A6E078A06874,4.5,4.5,250ml燕塘甜牛奶,2017/7/27 20:24,E,已出货未退款,已提现
DD201708167493870341212818518,E43A6E078A04172,2,2,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/7/27 20:42,A,已出货未退款,已提现
DD20170816749394294434851577,E43A6E078A04172,1.5,1.5,康师傅矿泉水,2017/7/27 20:42,A,已出货未退款,已提现
DD201708167493931676150701799,E43A6E078A04228,3,3,茉莉蜜茶,2017/7/27 20:42,C,已出货未退款,已提现
DD20170816749300673192457505589,E43A6E078A06874,6,6,160g盼盼手撕面包,2017/7/27 20:42,E,已出货未退款,已提现
DD20170816749312889630274814,E43A6E078A06874,0.8,0.8,20g咪咪虾条马来西亚风味,2017/7/27 20:42,E,已出货未退款,已提现
DD2017081674930657438782713705,E43A6E078A06874,2,2,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/7/27 20:42,E,已出货未退款,已提现
DD201708167493441314594078783,E43A6E078A06874,5.5,5.5,85g统一老坛酸菜牛肉面,2017/7/27 20:42,E,已出货未退款,已提现
DD2017072519403773464D88A7D5A,E43A6E078A06874,4,4,统一绿茶,2017/7/27 20:42,E,已出货未退款,已提现
DD2017062717415074D0E8D68C675,E43A6E078A04228,2.5,2.5,伊利优酸乳,2017/7/27 20:45,C,已出货未退款,已提现
DD2017070904363014D97DDCFB48B,E43A6E078A06874,3.5,3.5,雪碧最新款,2017/7/27 20:51,E,已出货未退款,已提现
DD201708167493887548082839775,E43A6E078A06874,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/7/27 21:14,E,已出货未退款,已提现
DD2017071021101976F454A01FEFA,E43A6E078A04228,3.5,3.5,王老吉（罐）,2017/7/27 22:55,C,已出货未退款,已提现
DD2017081674930323540152826217,E43A6E078A04228,0,0,12g劲仔小鱼麻辣味,2017/7/27 23:34,C,已出货未退款,已提现
DD20170816749300625635340824459,E43A6E078A04228,4.5,4.5,600ml脉动青柠,2017/7/27 23:34,C,已出货未退款,已提现
DD20170712203104719AD44108DA2,E43A6E078A04228,4,4,阿萨姆奶茶,2017/7/27 23:34,C,已出货未退款,已提现
DD201708167493564587701327639,E43A6E078A06874,5.5,5.5,330ml伊利畅意乳酸菌原味,2017/7/27 23:34,E,已出货未退款,已提现
DD2017081016014125110C1ED58D1,E43A6E078A07631,3,3,熊字饼,2017/7/28 8:24,D,已出货未退款,已提现
DD20170706162927185A2394643AA,E43A6E078A06874,6,6,秒充,2017/7/28 8:51,E,已出货未退款,已提现
DD2017062617500461390BB98779E,E43A6E078A06874,4.5,4.5,阿萨姆奶茶,2017/7/28 8:59,E,已出货未退款,已提现
DD201708167493879535156263186,E43A6E078A06874,2,2,双汇玉米热狗肠,2017/7/28 8:59,E,已出货未退款,已提现
DD2017081674930553653133834143,E43A6E078A06874,3.5,3.5,维他奶（巧克力味）,2017/7/28 8:59,E,已出货未退款,已提现
DD20170816749342585907832228,E43A6E078A04172,4.5,4.5,50g上好佳田园薯片番茄味,2017/7/28 9:11,A,已出货未退款,已提现
DD2017050122251796583DB87A338,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/7/28 9:11,A,已出货未退款,已提现
DD2017073001054058F6C53FA2442,E43A6E078A04228,5,5,阿萨姆奶茶,2017/7/28 9:11,C,已出货未退款,已提现
DD201708167493425692480058116,E43A6E078A04228,13.5,13.5,250ml燕塘原味酸奶,2017/7/28 9:20,C,已出货未退款,已提现
DD20170730004446128BF0B23E496,E43A6E078A04228,3,3,怡宝纯净水,2017/7/28 9:20,C,已出货未退款,已提现
DD2017072716183259A6966F71697,E43A6E078A06874,3.5,3.5,伊利纯牛奶,2017/7/28 9:31,E,已出货未退款,已提现
DD201708167493331096603337906,E43A6E078A04134,5.8,5.8,100g卫龙点心面黑椒牛排味,2017/7/28 10:27,B,已出货未退款,已提现
DD20170726070912919E4AF060E56,E43A6E078A06874,4,4,东鹏特饮,2017/7/28 10:27,E,已出货未退款,已提现
DD201707200758587403AB53D81FB,E43A6E078A04134,3,3,雪碧（500ml）,2017/7/28 10:30,B,已出货未退款,已提现
DD2017072817392012C35B628E0FD,E43A6E078A07631,2,2,怡宝纯净水,2017/7/28 10:48,D,已出货未退款,已提现
DD20170808110413317B654E656D4,E43A6E078A04134,4,4,统一冰红茶,2017/7/28 11:09,B,已出货未退款,已提现
DD2017070116522198F1B5459693C,E43A6E078A04172,4,4,阿萨姆奶茶,2017/7/28 11:10,A,已出货未退款,已提现
DD20170629215103133475C9C8D03,E43A6E078A04228,2,2,怡宝纯净水,2017/7/28 11:13,C,已出货未退款,已提现
DD201708167493640344814833708,E43A6E078A07631,4.5,4.5,40g呀土豆番茄酱味,2017/7/28 11:13,D,已出货未退款,已提现
DD201708167493872113086813152,E43A6E078A06874,5,5,85g统一老坛酸菜牛肉面,2017/7/28 11:13,E,已出货未退款,已提现
DD201708167493753138681212214,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/7/28 11:58,A,已出货未退款,已提现
DD201707071500175572908800021,E43A6E078A07631,1,1,小鱼仔,2017/7/28 11:58,D,已出货未退款,已提现
DD201708167493785666677942989,E43A6E078A06874,3,3,13g无穷烤鸡小腿蜂蜜味,2017/7/28 11:58,E,已出货未退款,已提现
DD201708167493114305244323729,E43A6E078A06874,5.8,5.8,205ml安慕希蓝莓味,2017/7/28 11:58,E,已出货未退款,已提现
DD201708167493156391863549283,E43A6E078A06874,5,5,500ml统一阿萨姆奶茶,2017/7/28 11:58,E,已出货未退款,已提现
DD201708167493295604742969434,E43A6E078A06874,5.5,5.5,统一阿萨姆奶茶,2017/7/28 11:58,E,已出货未退款,已提现
DD201708142111044279B07A9A6C5,E43A6E078A04134,3.5,3.5,伊利纯牛奶,2017/7/28 12:00,B,已出货未退款,已提现
DD201708167493890625839530977,E43A6E078A06874,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 12:02,E,已出货未退款,已提现
DD2017080217023494654F564D49E,E43A6E078A04134,3,3,怡宝纯净水,2017/7/28 12:04,B,已出货未退款,已提现
DD201708167493425589781950027,E43A6E078A04228,6,6,12g劲仔小鱼麻辣味,2017/7/28 13:01,C,已出货未退款,已提现
DD201707300038531695B70C97A6B,E43A6E078A04228,3,3,怡宝纯净水,2017/7/28 13:01,C,已出货未退款,已提现
DD201708167493301472473113522,E43A6E078A04134,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/7/28 13:37,B,已出货未退款,已提现
DD2017071520141543F6029EFA9E7,E43A6E078A06874,5,5,王老吉（500ml）,2017/7/28 13:37,E,已出货未退款,已提现
DD20170816749342553466153792,E43A6E078A04134,12.5,12.5,100g*5瓶益力多,2017/7/28 13:41,B,已出货未退款,已提现
DD201708167493425506663144466,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/7/28 13:44,B,已出货未退款,已提现
DD20170828024152827FF05978452,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/7/28 13:50,A,已出货未退款,已提现
DD20170623152923498FDB8D17A52,E43A6E078A04134,2,2,怡宝纯净水,2017/7/28 14:06,B,已出货未退款,已提现
DD2017071108594713879A7ACCCAB,E43A6E078A04134,2,2,怡宝纯净水,2017/7/28 14:16,B,已出货未退款,已提现
DD201708167493738982385938532,E43A6E078A06874,4.5,4.5,250ml燕塘原味酸奶,2017/7/28 14:16,E,已出货未退款,已提现
DD2017081674930791951747584398,E43A6E078A06874,4.5,4.5,燕塘甜牛奶,2017/7/28 14:54,E,已出货未退款,已提现
DD20170610140132789DF6F6766AA,E43A6E078A06874,2.5,2.5,伊利优酸乳,2017/7/28 14:54,E,已出货未退款,已提现
DD2017082420314677471253E1293,E43A6E078A07631,4,4,营养快线,2017/7/28 15:13,D,已出货未退款,已提现
DD2017061912302884F4A157DC9B1,E43A6E078A06874,2,2,小鱼仔,2017/7/28 15:34,E,已出货未退款,已提现
DD2017073000075658199B84BCC69,E43A6E078A04172,3,3,雪碧（500ml）,2017/7/28 16:10,A,已出货未退款,已提现
DD201708167493425346624733781,E43A6E078A04228,36,36,260g马来西亚进口茱蒂丝口口香饼干,2017/7/28 16:10,C,已出货未退款,已提现
DD201708167493890577980156262,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 16:10,C,已出货未退款,已提现
DD201705012200072081647AAA6B2,E43A6E078A04228,4,4,阿萨姆奶茶,2017/7/28 16:10,C,已出货未退款,已提现
DD201708167493425322015780573,E43A6E078A04228,3,3,250ml维他柠檬茶,2017/7/28 16:11,C,已出货未退款,已提现
DD2017072923271854F41AB265CC9,E43A6E078A04228,5,5,营养快线,2017/7/28 16:11,C,已出货未退款,已提现
DD201708167493889939950151913,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 16:19,C,已出货未退款,已提现
DD2017072923263852F7B9B52367F,E43A6E078A04228,3,3,怡宝纯净水,2017/7/28 16:19,C,已出货未退款,已提现
DD20170501215842184D5FE711F05,E43A6E078A04172,4,4,阿萨姆奶茶,2017/7/28 16:25,A,已出货未退款,已提现
DD201708167493308422504072161,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/7/28 16:25,C,已出货未退款,已提现
DD20170816749342519119232171,E43A6E078A04228,6,6,330ml伊利畅意乳酸菌草莓味,2017/7/28 16:25,C,已出货未退款,已提现
DD2017072922532916C782A661EEA,E43A6E078A04228,5,5,营养快线,2017/7/28 16:25,C,已出货未退款,已提现
DD2017081674930117641500629501,E43A6E078A06874,3,3,250ml维他柠檬茶,2017/7/28 16:25,E,已出货未退款,已提现
DD201708167493466349303174555,E43A6E078A06874,16,16,益力多100g*5瓶,2017/7/28 16:25,E,已出货未退款,已提现
DD20170728195557870F0D7FEEE53,E43A6E078A06874,3,3,怡宝纯净水,2017/7/28 16:26,E,已出货未退款,已提现
DD2017050121443393BD5FCFE7EA1,E43A6E078A04172,4,4,脉动,2017/7/28 16:31,A,已出货未退款,已提现
DD201708167493889470382439433,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 16:31,C,已出货未退款,已提现
DD201708167493425070464809521,E43A6E078A04228,4,4,450ml美汁源果粒橙,2017/7/28 16:31,C,已出货未退款,已提现
DD2017072922220673C577BC4F5D6,E43A6E078A04228,3,3,怡宝纯净水,2017/7/28 16:31,C,已出货未退款,已提现
DD201705012148239621EC58F8E75,E43A6E078A06874,3,3,统一绿茶,2017/7/28 16:31,E,已出货未退款,已提现
DD2017071417543225648628E2568,E43A6E078A04228,3,3,可口可乐330ml,2017/7/28 16:33,C,已出货未退款,已提现
DD201708167493424842531460211,E43A6E078A04172,2,2,145ml旺仔牛奶盒装,2017/7/28 16:48,A,已出货未退款,已提现
DD2017050121383677AC7F26DEEED,E43A6E078A04172,4,4,脉动,2017/7/28 16:48,A,已出货未退款,已提现
DD201708167493889116786392871,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 16:48,C,已出货未退款,已提现
DD20170729221155949A787042C6E,E43A6E078A04228,3,3,怡宝纯净水,2017/7/28 16:48,C,已出货未退款,已提现
DD20170714022626508488095F82C,E43A6E078A04228,3,3,伊利纯牛奶,2017/7/28 17:11,C,已出货未退款,已提现
DD201708167493788558155005486,E43A6E078A04172,4,4,450ml美汁源果粒橙,2017/7/28 17:14,A,已出货未退款,已提现
DD201708167493095974922966518,E43A6E078A04172,4.5,4.5,80g香飘飘椰果奶茶原味,2017/7/28 17:14,A,已出货未退款,已提现
DD201708167493272806016133713,E43A6E078A04134,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/7/28 17:14,B,已出货未退款,已提现
DD2017081674930794492258100725,E43A6E078A04134,2.8,2.8,旺仔牛奶,2017/7/28 17:14,B,已出货未退款,已提现
DD2017081674930965407008106208,E43A6E078A04134,39.2,39.2,优益C活菌型乳酸菌饮品,2017/7/28 17:14,B,已出货未退款,已提现
DD201708167493636903029150397,E43A6E078A04228,4.5,4.5,80g香飘飘椰果奶茶原味,2017/7/28 17:14,C,已出货未退款,已提现
DD201708167493859031847982259,E43A6E078A07631,1.5,1.5,40g双汇玉米热狗肠,2017/7/28 17:14,D,已出货未退款,已提现
DD2017072520354594046EC31A03C,E43A6E078A06874,5,5,营养快线,2017/7/28 17:14,E,已出货未退款,已提现
DD201707120033496752CF0206DB0,E43A6E078A06874,3.5,3.5,统一冰红茶,2017/7/28 17:36,E,已出货未退款,已提现
DD20170813234617967D46C22E410,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/7/28 17:44,A,已出货未退款,已提现
DD20170814172909195D7E9B773F0,E43A6E078A07631,1,1,小鱼仔,2017/7/28 18:03,D,已出货未退款,已提现
DD201708167493339626289774948,E43A6E078A04228,3.5,3.5,250ml燕塘红枣牛奶,2017/7/28 18:18,C,已出货未退款,已提现
DD201708167493331101064632877,E43A6E078A06874,8,8,乐事薯片（黄瓜味）,2017/7/28 18:18,E,已出货未退款,已提现
DD201707181717083461B2261D60F,E43A6E078A06874,4,4,统一冰红茶,2017/7/28 18:18,E,已出货未退款,已提现
DD201708167493348790470598343,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/7/28 18:20,A,已出货未退款,已提现
DD201708167493778078921135237,E43A6E078A04134,3,3,劲仔小鱼（麻辣味）,2017/7/28 18:20,B,已出货未退款,已提现
DD2017071104113750D4855F6D0DC,E43A6E078A04134,4,4,脉动,2017/7/28 18:20,B,已出货未退款,已提现
DD201707110022357770D1003BBE1,E43A6E078A04228,1,1,好吃点小饼干,2017/7/28 18:32,C,已出货未退款,已提现
DD20170604023202142DFEEA2B0AD,E43A6E078A04134,3,3,雪碧（500ml）,2017/7/28 18:33,B,已出货未退款,已提现
DD201708167493565585499265165,E43A6E078A07631,12.5,12.5,100g*5瓶益力多,2017/7/28 18:33,D,已出货未退款,已提现
DD201708167493888709848622825,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 18:35,C,已出货未退款,已提现
DD201707292146546234D8AD7E489,E43A6E078A04228,5,5,王老吉（500ml）,2017/7/28 18:35,C,已出货未退款,已提现
DD201706121932156438C629501E7,E43A6E078A07631,3,3,统一绿茶,2017/7/28 18:37,D,已出货未退款,已提现
DD201708167493454286630726713,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/7/28 19:20,B,已出货未退款,已提现
DD2017081674930463978608338775,E43A6E078A06874,2.5,2.5,250ml维他柠檬茶,2017/7/28 19:20,E,已出货未退款,已提现
DD20170702205305598508F896287,E43A6E078A06874,4,4,东鹏特饮,2017/7/28 19:20,E,已出货未退款,已提现
DD201708167493888537696709037,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/28 19:35,C,已出货未退款,已提现
DD20170729211151339D3ECAD3781,E43A6E078A04228,3.5,3.5,可口可乐330ml,2017/7/28 19:35,C,已出货未退款,已提现
DD201708167493424469303668413,E43A6E078A04228,2.5,2.5,145ml旺仔牛奶盒装,2017/7/29 8:49,C,已出货未退款,已提现
DD201707292110011511391684144,E43A6E078A04228,3,3,怡宝纯净水,2017/7/29 8:49,C,已出货未退款,已提现
DD2017081674930274541813139781,E43A6E078A04172,5,5,110g顺宝九制话梅,2017/7/29 9:22,A,已出货未退款,已提现
DD201708167493609933054658301,E43A6E078A04172,3,3,250ml维他奶巧克力味,2017/7/29 9:22,A,已出货未退款,已提现
DD20170624152104750147CE1E233,E43A6E078A04134,3,3,卫龙大面筋,2017/7/29 9:22,B,已出货未退款,已提现
DD201708167493409788279860095,E43A6E078A06874,2,2,145ml旺仔牛奶盒装,2017/7/29 9:22,E,已出货未退款,已提现
DD2017071017210612FB3236AF632,E43A6E078A04228,3,3,统一绿茶,2017/7/29 9:44,C,已出货未退款,已提现
DD201708167493424783632021083,E43A6E078A04228,4.5,4.5,600ml脉动青柠,2017/7/29 9:50,C,已出货未退款,已提现
DD2017072920530958CFF70931DD3,E43A6E078A04228,3,3,怡宝纯净水,2017/7/29 10:25,C,已出货未退款,已提现
DD2017050120143462AE093351300,E43A6E078A06874,4,4,阿萨姆奶茶,2017/7/29 10:25,E,已出货未退款,已提现
DD20170717201417420187BCEB554,E43A6E078A04228,4,4,阿萨姆奶茶,2017/7/29 10:34,C,已出货未退款,已提现
DD2017081217242176360272D13BB,E43A6E078A04134,3.5,3.5,芬达330ml,2017/7/29 11:25,B,已出货未退款,已提现
DD201708167493779590223072788,E43A6E078A04172,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/7/29 11:50,A,已出货未退款,已提现
DD201708167493270932052468558,E43A6E078A06874,5,5,110g顺宝九制话梅,2017/7/29 11:50,E,已出货未退款,已提现
DD2017081674930281242098404445,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/7/29 11:50,E,已出货未退款,已提现
DD20170725143837466453B0AB4FE,E43A6E078A06874,5,5,脉动,2017/7/29 11:50,E,已出货未退款,已提现
DD2017082422111118A05FAAA4063,E43A6E078A06874,4,4,王老吉（500ml）,2017/7/29 12:10,E,已出货未退款,已提现
DD201706301517084232532167E97,E43A6E078A07631,3.5,3.5,统一冰红茶,2017/7/29 13:00,D,已出货未退款,已提现
DD2017072419430060A6A190136B7,E43A6E078A04172,3.5,3.5,王老吉（罐）,2017/7/29 13:40,A,已出货未退款,已提现
DD201708167493424498915810911,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/7/29 13:43,C,已出货未退款,已提现
DD2017072920405544A6D5810AB30,E43A6E078A04228,5,5,王老吉（500ml）,2017/7/29 13:53,C,已出货未退款,已提现
DD20170501201220519C359B07B07,E43A6E078A06874,3,3,维他奶,2017/7/29 13:53,E,已出货未退款,已提现
DD2017071516303872FB0F680CDAD,E43A6E078A04172,3,3,冰糖雪梨,2017/7/29 14:29,A,已出货未退款,已提现
DD201708167493881318926639575,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/7/29 14:49,A,已出货未退款,已提现
DD2017071419510014E656B00BBF1,E43A6E078A04134,3,3,卫龙大面筋,2017/7/29 14:49,B,已出货未退款,已提现
DD201708167493772007619095832,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/7/29 14:49,C,已出货未退款,已提现
DD201708167493942920181543171,E43A6E078A06874,3,3,印尼芝士威化饼干,2017/7/29 14:49,E,已出货未退款,已提现
DD201708167493888640791182318,E43A6E078A06874,1.8,1.8,32g卫龙亲嘴烧,2017/7/29 14:58,E,已出货未退款,已提现
DD20170729140415721EE4AEA9870,E43A6E078A06874,4,4,阿萨姆奶茶,2017/7/29 15:06,E,已出货未退款,已提现
DD201708167493888379351389473,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/29 15:56,C,已出货未退款,已提现
DD201707292040155125851E6DA17,E43A6E078A04228,3,3,伊利优酸乳,2017/7/29 15:56,C,已出货未退款,已提现
DD201708167493424424075988147,E43A6E078A04228,4,4,85g新麦潮北海道吐司,2017/7/29 15:57,C,已出货未退款,已提现
DD20170816749342411238449222,E43A6E078A04228,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/7/29 16:00,C,已出货未退款,已提现
DD20170729203854488447AC5098A,E43A6E078A04228,5,5,阿萨姆奶茶,2017/7/29 16:00,C,已出货未退款,已提现
DD2017081674930529572577383231,E43A6E078A07631,1.8,1.8,32g卫龙亲嘴烧,2017/7/29 17:08,D,已出货未退款,已提现
DD2017060820030740854EF5BB23B,E43A6E078A07631,3,3,雪碧（500ml）,2017/7/29 17:08,D,已出货未退款,已提现
DD201708167493643172881748104,E43A6E078A06874,4.5,4.5,250ml燕塘甜牛奶,2017/7/29 17:08,E,已出货未退款,已提现
DD201708167493887970011224099,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/7/29 17:23,C,已出货未退款,已提现
DD2017050120114442E7FED49B0D2,E43A6E078A04228,1.5,1.5,香豆干,2017/7/29 17:23,C,已出货未退款,已提现
DD2017072920381226F9E168748C6,E43A6E078A07631,3,3,统一冰红茶,2017/7/29 17:23,D,已出货未退款,已提现
DD20170501200921286B743CBE284,E43A6E078A04172,1,1,咪咪,2017/7/30 3:45,A,已出货未退款,已提现
